princess,141,57
crystal,37,49
concern,322,276
dire,18,104
detectivebr,4,3
overr,39,90
prefer,193,172
windbr,4,1
chronolog,25,16
briefli,69,64
cute,308,270
switzerland,19,14
match,511,260
mom,171,201
torch,13,37
blond,141,234
golddigg,10,6
preciou,49,71
oddli,68,87
meanwhil,127,117
bradi,70,37
push,237,174
drunken,67,55
golddig,4,0
richest,10,2
mistaken,65,36
ident,210,129
goodlook,21,37
milland,23,5
crush,96,87
fare,118,112
oh,98,282
deanna,55,2
durbin,34,2
charmer,9,2
button,51,71
youngest,40,32
pimlico,25,0
bomb,131,211
charter,9,3
them,9,16
stalwart,22,15
stanley,119,46
holloway,13,0
believablebr,22,13
ran,122,114
barricad,3,15
consequ,131,81
feelingbr,7,7
moritz,4,1
bleibtreu,4,0
german,327,258
barnabi,3,5
metschurat,4,0
shouldersbr,4,0
germani,147,66
labor,44,41
coal,30,9
industri,219,210
poetic,71,31
onward,15,13
giancarlo,10,5
rivalri,33,11
determin,178,90
neutral,20,19
makebr,2,9
fuller,77,6
disdain,21,18
immigr,69,38
fatih,3,0
akin,27,39
turkey,36,139
lend,79,41
measur,84,75
ice,168,94
cake,39,58
stress,82,61
highest,73,30
strangelovebr,2,1
commi,19,7
gen,34,5
jox,13,9
genet,21,41
engin,70,65
comradeship,6,1
fool,154,219
allbr,74,150
min,35,78
pacif,35,32
burma,3,0
atlant,20,17
britain,98,49
soviet,69,44
union,86,48
holocaust,27,32
nazi,167,102
outbreak,17,14
postwar,44,11
fit,484,365
entertainingbr,24,22
jeremi,88,52
isaac,14,10
thame,6,2
laurenc,54,19
olivi,67,38
rever,35,13
campaign,45,36
eyewit,4,7
civilian,25,32
amongst,79,85
albert,177,78
karl,59,18
jimmi,206,74
lemay,1,2
mountbatten,4,1
hiss,5,12
arthur,261,104
sweeney,8,4
traudl,4,1
jung,7,6
historian,33,28
stephen,173,161
ambros,2,1
necessarili,97,82
persuad,45,24
heinrich,1,4
himmler,2,1
wolff,2,4
largescal,5,1
presencebr,6,1
institut,53,50
profession,216,191
govind,8,1
nihalani,8,0
fulfil,98,50
commerci,168,199
dilut,18,11
contest,93,103
banner,8,13
bollywood,72,93
conscienc,42,29
drift,48,38
composur,9,1
tree,97,159
ruthless,73,35
roof,55,28
topbr,8,10
Om,19,8
puri,20,9
naseeruddin,2,2
characterth,3,3
forecast,3,1
amrapurkar,8,0
adjust,39,12
handedli,4,3
par,64,88
multidimension,5,1
dealer,51,40
stick,217,400
departur,47,21
aesthet,42,32
attain,24,16
provok,90,59
stereotyp,198,404
racial,50,55
multipli,10,10
rapid,32,13
establish,185,139
usag,16,17
colour,156,80
textur,32,20
commend,54,42
owen,42,54
ventur,62,47
elud,16,7
indirectli,11,8
dehumanis,4,0
equal,361,265
lifesav,4,3
joel,45,34
schumach,21,12
tigerland,29,2
templat,13,7
dirt,26,39
mutual,48,21
command,168,113
judgement,23,22
reserv,73,34
merit,72,120
cocki,16,19
bozz,21,2
outstandingli,10,1
colin,29,38
farrel,57,38
consent,8,17
powerless,7,11
grip,190,50
construct,123,114
kubrick,84,47
metal,99,88
jacket,28,42
shift,80,57
asia,25,31
stagger,23,24
suprem,43,24
shipload,3,0
sailor,66,20
deter,17,8
maiden,22,19
dispatch,20,34
squad,31,44
cult,206,254
guardian,34,21
abyss,11,7
occult,26,19
hypnosi,6,6
berlin,61,31
salli,74,58
potter,39,22
opposit,190,125
drag,190,321
placebr,34,33
nina,55,8
dismal,18,52
luminos,3,0
horizon,25,18
nobodi,182,274
vagabond,3,5
herselfbr,14,6
retain,71,32
perceiv,51,32
hide,196,213
supermarket,18,21
inattent,1,3
childbr,6,10
scar,35,33
ankl,16,4
heartshap,2,1
blade,56,54
identitybr,6,1
adopt,94,67
mum,39,22
husband,591,447
disillus,14,13
joyless,2,9
uncertain,25,15
valeri,22,18
discuss,224,163
auction,10,8
agenc,42,34
mini,42,54
vacat,83,79
orphanag,10,21
lesli,115,52
nielsen,27,5
rental,67,141
dilemma,42,27
sibl,57,36
kyle,75,22
molli,37,54
temporari,25,10
caretak,26,29
inexperienc,20,19
darl,23,20
lloyd,80,59
doorman,3,1
snappi,19,14
orphan,54,13
lovabl,109,43
joy,235,92
guarante,96,74
melt,63,96
margarita,3,3
tremend,138,42
unexpectedli,52,26
matador,22,0
julian,57,29
nobl,104,49
facilit,10,4
hitman,88,19
highend,1,3
corpor,122,65
gig,30,24
midlif,17,9
perman,39,29
mexican,87,96
downonhisluck,5,0
verg,35,27
dearli,15,1
earlierbr,8,7
chalk,19,13
desol,29,11
struck,70,51
foreverbr,14,5
laurel,46,76
hardi,81,97
persist,38,8
interplay,30,9
superbl,112,11
imprint,11,7
despic,38,34
apolog,39,63
forgiv,113,134
avers,7,5
rolebr,41,25
overtli,22,14
highschool,18,29
sucki,1,7
familiar,349,207
smirk,9,25
morebr,58,44
unpredict,65,27
birthday,75,60
davi,346,112
consol,14,18
bedroom,50,55
emotionbr,11,6
stylish,103,52
normalci,11,4
overlook,159,76
fred,158,142
lombard,24,8
tabl,108,96
burlesqu,15,9
broadway,143,82
carol,126,49
stanwyck,130,30
carrol,17,11
betti,177,73
grabl,16,8
dailey,3,1
mebr,89,120
vinyl,10,3
album,81,30
Al,162,128
jolson,5,1
keeler,30,4
lux,2,1
macmurray,28,14
chestnut,8,5
nightclub,49,15
jazz,64,40
trumpet,23,20
dorothi,80,57
lamour,8,10
latin,47,43
quinn,43,38
earliest,27,17
swing,73,68
ronald,38,21
coleman,17,19
anna,158,88
lee,364,423
farc,51,67
gabl,48,18
multital,3,3
buff,111,76
ear,66,112
victorian,38,21
christma,269,329
dicken,79,17
stimul,44,23
devis,20,18
breathtakingli,12,8
withstand,14,12
happenst,11,8
parisian,26,3
chat,29,24
audrey,31,35
tatou,2,1
ameli,11,6
apt,23,26
Le,59,28
du,22,9
papillon,4,0
butterfli,28,17
livesbr,23,9
gamin,4,2
flash,92,147
multiethn,5,3
fantas,10,5
coincid,64,61
nest,29,15
subway,42,17
subtitl,163,83
annoyingli,11,24
oncebr,11,5
those,166,144
hostess,17,6
transylvanian,1,4
parton,3,1
naiv,128,95
mcclurg,6,0
kellerman,10,5
patti,27,29
ani,114,192
crunch,5,8
elvira,129,17
potato,14,16
chip,35,27
hill,144,228
showtim,13,17
comedydrama,8,9
mislead,27,64
onto,160,167
synopsi,28,69
characterdriven,16,6
distract,133,160
upward,15,8
climb,88,57
troop,55,53
justif,15,29
greenwich,11,2
worldbr,74,44
compuls,29,14
neighborhood,80,71
chagrin,14,6
door,225,289
interlop,4,2
oreo,3,2
insidebr,5,4
whoopi,62,34
goldberg,69,52
pleasur,230,126
climax,214,196
obviou,401,640
colleg,187,298
denouement,31,17
samebr,13,10
girlfight,20,1
relief,122,114
naturalist,20,5
latino,13,35
project,300,374
luxuri,31,32
suburbia,18,6
basketbal,33,51
africanamerican,44,28
shrink,26,25
graduat,64,51
feminist,40,42
relationshipand,1,2
victori,67,27
sympathi,89,122
situationbr,17,7
fatherfigur,7,1
notic,401,364
songsbr,6,7
hole,191,299
shia,18,2
labeouf,14,3
sigourney,9,5
weaver,18,19
dig,116,94
blake,86,23
viewpoint,42,31
planner,3,4
invari,15,14
immatur,27,44
somebodi,84,210
scorebr,11,4
rural,85,23
kansa,54,18
windi,5,1
myth,46,42
farmer,51,46
cash,84,147
geer,18,0
gruesom,88,90
slowli,250,158
unravel,53,27
apprehend,8,3
enforc,52,20
impend,24,18
doom,92,92
belong,145,137
neither,184,346
irrit,82,246
inde,404,289
faint,38,26
irrefut,4,4
proof,50,98
moreso,6,5
loath,26,30
unrel,41,44
taunt,24,10
minutesbr,19,61
goof,25,36
incorrect,21,38
revers,62,62
backseat,12,5
cargo,6,16
pontiac,2,1
optic,12,7
backward,41,45
greater,115,58
speed,140,143
examin,113,72
infer,5,5
resort,60,85
thoroughli,217,131
directorwrit,9,25
palma,88,19
super,172,159
tapesbr,2,2
sleazi,84,80
policeman,42,32
denni,120,67
franz,15,8
shower,68,110
angi,31,22
dickinson,32,5
explicit,79,36
closeup,97,101
shi,98,38
bodiesbr,3,2
nake,149,269
unfamiliar,30,16
bonham,18,13
carterbr,2,2
afflict,12,14
dominion,5,2
tank,53,61
character,108,94
intricaci,18,2
bonapart,3,0
helicopt,43,78
buaku,4,0
print,147,97
zabriski,36,4
pari,281,104
quarter,38,48
futurebr,23,9
ZP,11,0
classifi,33,22
lo,67,66
angel,263,223
antonioni,55,25
kudo,86,36
design,342,367
workbr,58,48
restor,128,38
standardsbr,10,7
extran,3,14
nonactor,8,19
frechett,11,7
daria,31,7
halprin,6,0
bother,150,487
continuesbr,3,1
student,324,396
riot,59,32
ratio,14,21
distort,38,46
plane,156,209
shotsbr,5,10
rapidli,24,36
uneven,54,57
knife,46,97
tenant,78,16
polanski,98,5
paranoia,59,25
repuls,45,60
hesit,62,37
uneas,10,9
unbear,34,100
plusbr,3,2
overshadow,39,20
outcast,27,10
discrimin,16,14
sake,74,172
isabel,39,37
adjani,12,0
dougla,198,102
shelley,70,21
heap,24,44
Da,14,14
ming,13,3
Pu,6,0
businessman,57,25
letter,94,123
Er,9,2
Wu,21,9
jiang,5,1
liu,53,10
Xu,9,0
zhu,7,0
bathroombr,2,4
purifi,1,3
yang,14,1
zhang,11,26
approach,330,211
flare,19,19
tricksbr,5,1
patron,21,34
equilibrium,5,1
oldbr,11,7
creator,116,91
south,286,167
park,219,252
ireland,57,56
daylewi,48,4
cerebr,50,14
christi,135,24
brown,179,100
ostrac,2,3
appendag,3,2
poetri,46,39
jim,318,159
sheridan,34,8
collabor,82,30
boxer,59,19
unnecessari,81,211
sullavan,28,1
budapest,14,5
gift,155,88
sweetheart,33,7
pen,55,39
meetbr,4,0
mail,31,40
mandatori,18,17
jumpstart,5,4
tonight,53,42
allus,20,21
mozart,3,6
violin,8,18
hum,35,30
ein,3,0
klein,12,9
IQ,19,42
walter,177,66
encourag,103,83
teacher,174,202
staunch,6,5
catherin,66,73
fianc,6,5
clinic,21,44
label,61,69
gag,159,235
throwaway,19,23
carefullybr,3,0
symposium,2,1
instrument,58,32
ruler,16,14
ledg,2,1
shaloub,5,0
fluff,29,37
estim,16,13
assembl,52,47
robin,117,127
jeopardi,17,7
replay,34,32
heartbreak,93,18
rival,154,55
bakersfield,8,0
ok,28,48
flatout,7,8
taft,9,1
quarterback,7,3
remo,3,1
hightow,7,0
holli,84,24
palanc,57,20
rematch,4,1
pervert,48,46
tend,233,119
random,87,279
beastial,5,1
freeli,13,16
fairi,110,80
duchess,20,2
erect,16,15
substanti,29,33
ejacul,2,8
frolick,2,6
interspeci,2,1
hump,5,8
babysitt,20,17
slave,70,77
daydream,12,8
masturb,9,42
petal,5,0
bedi,4,2
advic,86,169
curtain,34,22
nasti,145,215
murphi,126,83
tight,116,51
uncut,45,28
sourc,124,132
congress,13,11
pimp,19,24
fourteen,13,9
calcul,31,25
lili,140,27
monik,7,4
coat,37,47
cun,28,11
ting,6,5
pretens,33,46
chico,19,3
theresa,18,4
philosoph,71,59
mush,6,11
carnal,19,8
herbr,76,64
hitch,16,21
wagon,17,13
ephemer,16,1
locationbr,4,3
philosophi,61,49
nietzsch,10,5
elderli,81,38
lilli,19,27
adolf,13,8
hitler,151,146
understood,101,71
nietzschean,3,1
nth,2,4
tout,8,15
rant,30,56
indict,12,8
scenesbr,50,45
cutest,13,4
apropo,7,5
applic,18,12
melodi,29,63
handi,23,11
St,49,63
etern,76,67
salaci,10,7
disagre,98,48
lyric,95,57
hatr,72,46
arguabl,58,36
michigan,8,6
watchbr,54,51
chronicl,59,27
seaver,6,4
kallio,6,3
formerli,16,12
sidebr,12,6
tomorrow,43,33
biker,33,35
styliz,36,23
composit,67,25
budgetbr,8,16
kindof,2,2
evolv,71,39
merri,20,23
em,52,48
funbr,49,31
succe,110,55
frisbe,2,2
saucer,10,5
naff,3,7
comprehens,36,26
islam,13,33
JJ,28,13
alta,8,0
modestli,4,4
futurist,71,47
gadget,24,105
gizmo,2,5
prop,56,93
pidgeon,21,0
neilsen,2,2
row,72,71
presum,74,130
arn,4,1
glimcher,3,1
newton,13,7
howard,163,93
hurrican,15,9
laud,12,9
asian,83,152
gojo,18,4
curiou,125,130
layer,94,30
buddhist,13,6
deeper,124,49
benkei,12,4
warrior,82,112
enlighten,44,47
princ,239,70
shanao,4,2
seeker,8,4
thu,227,185
indecis,9,8
goal,96,83
hamper,17,10
fundament,33,47
sogo,5,2
ishii,6,5
frenzi,30,21
sedat,9,9
fog,39,35
ether,22,7
flight,88,89
richli,28,7
evoc,25,9
actingwis,3,1
daisuk,3,0
ryu,7,0
savageri,8,3
tadanobu,7,8
asano,8,13
arrog,67,78
round,195,143
flabbi,1,7
strictli,48,80
frenet,26,7
whirl,14,6
deadli,99,98
adversari,17,11
invigor,8,4
cgi,85,228
bloodsh,17,18
context,104,146
swordplay,16,3
azumi,3,35
inclin,33,22
buri,76,113
archaic,9,6
celtic,9,5
kel,10,0
compris,32,33
island,232,345
iona,3,0
abbot,26,2
apprentic,25,8
forest,75,126
fierc,34,16
headless,7,3
pagan,6,16
recov,58,65
samurai,69,57
shadow,183,113
vike,17,26
invasionbr,5,0
inaccur,12,50
utterli,156,298
irrelev,25,60
glide,9,8
branch,28,23
wonderlandbr,3,0
gender,54,35
pleasantli,102,22
rerun,50,46
funniest,253,103
saget,11,9
lucki,141,94
anyonebr,12,20
noir,318,71
hothead,5,5
reprimand,2,5
protect,170,134
assail,11,9
panic,94,25
blame,120,268
crimebr,14,8
merril,27,5
greengrass,15,3
bourn,161,25
blair,58,107
stunt,136,136
damon,69,21
joan,197,102
ezra,8,0
julia,114,70
stile,31,19
strathairn,21,2
cia,65,58
organizationbr,3,2
nonstop,50,38
fido,79,3
immers,50,24
eisenhow,9,0
deco,10,4
furnitur,24,29
servant,82,49
dismiss,76,25
cartoonlik,5,4
vastli,27,35
merk,2,17
navi,117,43
diver,29,14
cement,17,21
reput,104,110
successor,16,11
socal,53,112
bench,15,12
typifi,5,3
bonecrush,2,1
kung,123,46
fu,77,34
mainland,13,5
kongbr,4,0
likewis,54,33
rumbl,18,6
bronx,14,9
tuxedo,6,2
frankli,90,162
pale,35,42
insignific,23,22
utilis,9,6
maximum,17,28
mall,35,71
shard,4,5
glass,110,111
dangl,3,21
madman,15,25
frantic,45,24
inanim,6,9
devic,111,135
harm,54,61
stuntman,7,16
expert,108,101
onetrick,3,2
movesbr,3,4
storywis,12,7
matrix,71,106
wire,48,47
trickeri,10,2
pulsat,7,2
effortsbr,6,6
novic,24,8
unsur,27,32
boston,48,21
fenway,8,1
ballplay,5,1
refer,333,338
failur,98,172
endur,99,114
overthehil,4,2
selfserv,10,11
costner,7,23
lovestruck,3,2
whacki,4,1
sox,65,3
fanat,55,52
willi,157,62
garson,16,5
stanford,5,3
pitch,93,86
ration,50,49
strung,16,24
til,16,16
forgetbr,9,3
jose,40,9
iturbi,50,1
pianist,25,13
liszt,3,0
onand,2,5
pasternak,3,0
mgm,145,57
grayson,73,14
audit,46,64
GI,17,17
kelli,335,88
columbia,33,18
wellknown,47,38
worldwid,28,17
sensat,62,30
yearsbr,51,25
worri,162,154
neededbr,6,2
lectur,30,46
ignorantli,6,1
compliment,58,33
spaniard,7,6
conquer,39,30
soto,3,5
cortez,23,13
excerpt,12,13
iturbibr,3,0
trout,4,5
coach,62,58
classbr,7,3
hack,28,104
predica,25,10
passeng,50,44
perplex,26,19
enjoybr,11,8
comfi,1,5
rave,43,88
rachel,111,77
mcadam,39,8
cillian,23,12
cox,92,33
we,60,59
craven,66,56
releasebr,8,7
geek,31,41
ultra,20,33
marco,13,6
anytim,31,21
abc,82,35
prompt,19,21
web,71,42
theyd,48,85
selfreferenti,7,2
upstair,18,27
token,18,48
classroom,20,11
aunt,154,47
hilda,15,0
encompass,18,9
reunion,101,46
zelda,25,3
candl,40,27
storylinebr,8,14
dj,6,4
mph,8,12
bulldoz,6,8
needl,15,17
wobbl,7,18
hemi,3,1
aerodynam,2,3
chrysler,3,2
highway,32,31
brick,25,29
tunnel,28,56
dam,22,9
confus,358,570
religi,137,165
bigotri,8,7
australia,79,44
immun,15,14
dingo,18,9
prisonbr,4,4
deepseat,6,1
actorsbr,28,24
aussi,41,21
neill,23,2
pronunci,5,4
goodbr,82,73
causal,4,3
myriad,10,18
wallac,70,42
overrid,12,5
cockroach,5,8
airlin,12,25
partial,52,46
consider,132,98
surreal,161,73
tasti,24,13
erni,35,11
chri,210,195
technician,7,4
dreamsbr,11,2
against,22,12
optim,30,11
clog,2,2
drain,32,59
auto,23,20
fender,3,3
obliter,3,10
hawaiian,7,6
vacationbr,6,1
johnston,21,3
custom,68,47
servic,144,127
rep,8,5
irat,3,3
inspector,81,80
dwight,29,14
jami,65,61
react,84,74
hostil,34,27
asleep,44,161
jackhamm,3,2
catbr,3,6
darryl,10,15
bubbl,47,43
heartbr,23,6
automobil,16,14
fresher,2,4
nicol,58,25
kidman,64,10
russian,155,177
chaplin,78,73
cassel,24,9
scam,15,30
butterworth,4,3
angl,211,168
coolest,27,15
presenc,217,191
ott,8,16
mathieu,62,3
kassovitz,3,1
trainspot,4,10
crimin,298,224
filmingbr,3,3
jail,80,95
scottish,56,36
countrysid,63,37
petrol,5,4
nowher,117,307
than,17,20
shout,54,99
guess,531,995
onbr,75,91
hulu,3,2
analyz,46,23
dweeb,3,4
detract,81,33
screwey,4,4
blatantli,17,50
dinosaur,39,159
halfbr,4,8
revisit,38,27
hickori,9,0
dickori,7,0
dock,33,13
poirot,21,3
avid,21,27
agatha,22,8
valiant,10,10
overdon,36,82
solut,54,44
pad,34,99
buckl,8,3
shoe,90,67
suchet,3,4
phillip,74,65
paulin,29,17
moran,10,16
justic,243,151
lewi,127,78
leonard,39,71
bethani,16,8
pandora,9,2
clock,47,51
suspensethril,2,1
cross,211,174
viru,46,82
disast,104,224
nbc,26,31
airplan,48,57
debat,56,67
daphn,11,24
zuniga,6,12
avoid,229,735
heck,82,136
leev,4,0
frasier,4,5
loggia,12,11
herrmann,6,1
starbr,13,6
bondag,45,21
campu,21,27
newspap,76,61
supposedli,111,250
dirk,11,7
bogard,7,0
betray,109,70
ashley,47,40
wilk,6,3
scarlett,38,7
ohara,44,16
higgin,7,8
philip,133,41
armstrong,36,24
hospit,176,195
wartim,42,12
shrivel,3,2
poet,30,18
dreamer,11,7
petrifi,10,7
humphrey,18,10
bogart,33,21
carey,47,20
somerset,14,4
painter,58,22
strickland,10,0
moon,138,149
sixpenc,2,1
concentr,115,73
accentu,20,9
selfesteem,7,7
mildr,107,6
cockney,27,11
waitress,61,24
bett,122,33
selfish,58,66
dee,50,29
reginald,22,3
doormat,2,3
olivia,26,26
leigh,26,47
varieti,122,68
deaf,31,49
heiress,17,14
frisco,2,1
mouselik,2,1
ON,48,63
bitchbr,2,2
curious,29,24
culmin,49,29
viciou,71,42
brusqu,6,0
casualti,16,11
boyfriend,162,221
largest,17,18
joyc,16,10
greek,72,47
suspici,46,62
claim,254,328
stomach,54,109
xenophobia,3,1
exconvict,6,2
boomerang,3,5
apathi,6,6
hypocrisi,17,11
belief,124,140
bell,79,101
bravo,45,14
iran,72,14
spare,55,90
sexism,9,10
beingsbr,4,1
stadium,41,8
upbr,50,62
oppress,53,41
jafar,17,3
panahi,41,0
heroic,80,46
riskbr,2,1
tint,9,11
instanc,153,180
leopold,26,6
split,82,84
leo,71,27
foregroundbr,1,2
poster,95,92
up,64,48
battleship,6,2
potemkin,4,0
constant,146,146
spray,23,33
same,28,39
katharina,5,1
von,142,41
trier,60,6
understat,19,26
creepybr,3,6
werewolf,65,197
ernsthugo,3,0
järegård,4,0
uncl,218,123
snicker,7,15
kingdom,60,36
riget,13,0
plotlin,20,35
anal,8,21
retent,5,2
administr,22,24
maintain,144,65
oblivi,22,23
sydow,19,8
bebr,46,46
coward,18,35
bjork,2,13
destruct,96,70
chiller,22,21
antic,61,46
comedian,102,126
askey,30,3
curiositybr,2,1
stormi,17,4
hat,136,116
voyag,80,27
theyv,104,152
nut,55,89
chum,4,9
nader,4,0
memori,359,214
more,133,156
sat,76,213
bonanza,33,13
recal,163,119
cave,37,81
trap,180,192
outer,28,74
advers,29,9
tibetan,9,10
Mt,4,3
everest,5,0
contradictori,7,7
erik,21,9
sabriy,7,0
academ,13,28
lhasa,1,2
tibet,7,14
summit,6,2
profound,91,47
spellbound,15,2
selfproclaim,5,8
franco,33,61
manchild,4,4
hardwork,22,6
prey,42,38
sketch,57,68
five,365,481
itand,7,10
itth,19,7
allth,6,6
nintendo,12,15
peach,15,7
rescu,138,186
bowser,6,0
characterand,2,2
luigi,6,4
boo,11,30
gameplay,19,8
timei,9,3
gladli,17,14
jolli,18,19
favoritesbr,6,1
itthi,4,2
wow,148,233
garag,14,28
bio,11,18
pesci,15,11
smooth,93,30
bian,2,2
uplift,68,22
dramaticbr,3,0
keeper,25,8
platoon,10,22
gi,8,6
feudal,9,4
led,189,136
format,115,82
tokugawa,7,1
shogun,12,9
mumbo,3,8
jumbo,7,8
trippi,12,8
imaginebr,6,8
steam,31,66
mediev,27,25
devast,76,27
undoubtedli,63,42
extens,53,40
equip,42,55
latest,100,100
warfar,18,9
deliverbr,5,1
span,54,38
relentless,35,28
exhaust,42,37
mishmash,5,35
ninja,32,83
hundr,129,163
mortar,3,3
grenad,11,19
firmli,39,25
sprawl,18,10
kagemusha,4,0
inagaki,2,1
stylist,36,25
slowmot,15,22
bloodi,126,183
peckinpah,10,30
enzo,1,6
circa,23,19
vice,44,35
versa,19,15
effortlessli,32,9
benefit,97,75
tongueincheek,26,26
absent,28,46
pander,10,14
sobaditsgood,2,13
evid,190,224
ambit,65,49
deservesbr,6,1
disco,21,25
montag,70,64
loveinterest,3,4
lame,82,633
whoop,5,7
bullet,74,139
clip,119,134
tighter,10,18
effectbr,16,7
sonni,18,30
chiba,6,49
goyokin,9,2
yakuza,16,7
paper,93,154
hiroyuki,1,2
cosimo,7,0
guzman,14,9
burglari,4,3
lifer,3,1
rosalind,9,1
patricia,47,25
clarkson,10,7
pero,3,0
jobbr,29,25
soliti,4,0
ignoti,4,0
collinwood,13,1
vault,25,27
brillianc,77,44
maci,85,16
isaiah,1,3
jeter,7,0
guzmán,3,0
esposito,7,8
clooney,29,25
thiev,32,26
secur,86,166
legal,56,61
illeg,52,49
riley,12,12
toto,17,4
pant,36,54
deed,57,36
columbin,16,7
closur,25,19
erika,30,27
christensen,24,12
garber,4,3
fortysometh,5,3
piano,74,45
instructor,18,19
tissu,24,14
alert,37,52
spoilerbr,18,25
blossom,35,20
jealou,76,41
prank,27,48
foul,45,48
swoop,8,10
warrant,36,46
hayao,12,0
ski,134,69
unfairbr,3,0
pazu,30,0
van,200,297
der,65,22
beek,14,0
morn,142,120
sheeta,30,0
paquin,11,11
citybr,16,10
childhoodbr,4,2
lip,81,76
translat,130,150
wellwritten,56,16
vari,80,51
irresist,32,11
hamil,24,13
unrecogniz,10,9
muska,11,0
squawk,2,2
monoton,12,68
cum,21,25
voiceov,46,80
miscast,37,137
generalbr,7,5
valentin,37,45
blank,45,94
serial,240,197
downtoearth,17,5
secondari,39,34
accumul,13,6
classmat,32,21
noon,45,64
secretli,59,32
jessica,70,95
arrow,33,38
bow,46,39
broach,2,4
tummi,3,2
stuck,146,194
katherin,9,20
heigl,4,7
biolog,22,19
laboratori,21,31
surgic,4,10
denis,20,33
whirlpool,5,1
bath,81,72
capshaw,12,18
confidenti,11,12
unseen,50,29
marley,17,9
shelton,9,4
unluckiest,3,0
vicissitud,4,0
benita,2,1
Ha,13,27
luckiest,2,1
labyrinth,26,3
spoilersbr,48,64
inferior,46,53
fraidi,4,0
sheet,39,34
vacuum,9,6
cleaner,21,9
maid,47,43
reflect,254,107
slapstick,93,89
slower,25,17
nicebr,11,6
carchas,4,1
numb,21,38
mindsbr,6,2
repent,14,4
weve,128,138
dobr,31,28
shall,81,51
agoni,22,31
movieview,2,1
exult,2,1
inbr,55,64
sugiyama,12,0
touchingli,7,0
koji,3,3
stilt,26,65
childlik,34,12
repress,65,32
rediscov,26,4
growth,36,23
castbr,23,24
culturebr,11,2
prodig,3,1
eastern,43,35
sammo,52,2
hung,63,34
fat,81,192
fatter,2,1
outing,48,41
surefoot,3,0
boast,66,49
dozen,125,163
compassion,28,11
insur,54,36
fastforward,6,50
sabr,6,5
duel,53,19
pedicab,9,0
sweeten,2,1
lau,13,6
kar,4,4
leung,15,1
escal,30,11
climact,51,32
alterc,2,1
directoractor,3,1
assault,52,76
chow,22,8
angri,140,188
oppon,42,20
delightbr,5,0
madebr,32,41
shetti,10,0
jade,37,29
goodi,26,24
internet,83,67
sitcom,112,105
neighbour,33,17
hypocrit,24,15
aint,68,106
thrown,156,248
argument,72,99
bate,47,21
india,110,56
spoke,36,53
urdu,2,1
fluentli,3,1
detractor,15,5
bearer,14,1
rangi,6,0
ram,21,46
indeedbr,11,9
replac,160,183
jungl,87,101
bombadi,3,0
solomon,15,6
layton,3,0
camp,256,264
gunner,11,6
gloria,29,22
beaumont,5,2
melvyn,37,17
hay,52,30
diminut,9,5
lofti,7,1
graham,39,52
parkin,10,0
bellicos,2,3
windsor,7,2
poof,3,4
combat,62,57
illegitim,6,6
everso,2,1
colonel,67,35
reynold,78,49
donald,129,62
hewlett,17,0
dimwit,17,26
captain,177,155
knowl,9,6
sage,7,6
hindu,18,7
proverb,6,3
char,6,4
wallah,4,0
dino,4,27
shafeek,3,0
rope,46,45
bhatti,3,0
ignor,230,322
warbl,6,5
derek,51,98
estel,5,7
chart,16,19
whisper,20,23
recast,4,6
quietli,39,37
comedybr,31,28
boat,112,147
blighti,2,1
dodgi,12,25
lean,56,59
passag,43,33
alec,42,36
guin,46,19
sanit,11,7
unsavouri,5,0
dishonest,10,9
truth,431,333
gossip,26,11
undoingbr,2,1
sciencefict,18,14
clone,25,61
aboutbr,36,45
todd,78,31
glib,9,9
broad,51,64
adequ,62,77
battlefield,23,28
newfound,15,3
underestim,16,11
unclear,17,28
unfound,5,3
belafont,10,4
empti,101,194
materialist,6,4
mostel,35,4
anguish,33,22
fanni,20,10
prayer,22,18
miracl,70,52
prevent,93,125
collid,18,9
sadbr,9,10
feather,26,12
metaphor,78,59
duke,74,114
advoc,18,13
bipolar,8,5
critiqu,37,41
psychiatr,17,18
regress,8,8
unfortunatebr,2,2
hesseman,5,4
stigma,4,6
advanc,154,114
bout,23,26
divorc,97,62
tantrum,14,5
survey,8,11
allianc,35,21
symptom,6,12
respond,71,40
poll,5,3
educ,138,118
prejudic,70,35
weirdo,11,31
takeoff,9,8
psycho,106,117
crazier,12,4
co,31,56
redneck,28,42
counti,25,25
cuti,9,8
stalk,63,107
slaughter,54,81
witless,5,27
march,88,56
shallow,75,192
misanthrop,2,7
moneybr,14,34
dreami,27,22
repetit,41,108
teach,156,157
literaci,6,0
gulp,5,6
identif,8,7
martha,50,21
plimpton,4,3
between,19,23
lag,8,10
dudikoff,5,6
mistreat,22,9
gentleman,66,16
blaze,25,30
winnerbr,5,4
monday,18,21
shield,32,36
ha,59,123
escapist,24,7
anywaybr,33,36
shape,143,93
ropey,1,4
obligatori,29,41
preoccup,13,1
race,259,200
clich,59,132
inner,128,63
ghetto,36,26
spout,15,41
slang,15,9
antwon,88,0
fisher,102,24
proudli,20,16
reson,63,20
empath,18,20
identifi,130,75
okthi,2,1
cuz,3,10
aristocrat,55,22
chick,79,222
ratbear,3,0
cock,12,8
attach,88,101
sheep,25,16
gallon,6,8
spunk,7,4
simul,13,35
unnervingli,2,3
jerk,53,103
meth,5,19
longwind,5,12
tediou,30,176
eyecatch,9,2
tit,15,33
hairi,9,30
bush,53,88
werent,164,328
snoozer,1,11
outther,3,2
sleaz,23,38
wa,124,234
